WACC \ g,2.0%,2.5%,3.0%,3.5%,4.0%
7.38%,357.904,381.8,411.074,447.804,495.295
7.88%,328.109,347.166,370.061,398.107,433.293
8.38%,303,318.437,336.684,358.603,385.451
8.88%,281.558,294.226,308.995,326.45,347.418
9.38%,263.035,273.547,285.657,299.775,316.46
