date,close,adjclose
2025-01-21,947.7300,938.6674
2025-01-22,944.7000,935.6665
2025-01-23,942.1600,933.1506
2025-01-24,939.6800,930.6944
2025-01-27,965.2500,956.0198
2025-01-28,958.6700,949.5027
2025-01-29,964.0200,954.8016
2025-01-30,979.0100,969.6483
2025-01-31,979.8800,970.5100
2025-02-03,1005.8300,996.2119
2025-02-04,1021.8600,1012.0886
