date,close,adjclose
2025-01-21,137.3400,128.0113
2025-01-22,135.7700,126.5480
2025-01-23,137.2500,127.9274
2025-01-24,137.8900,128.5240
2025-01-27,142.5000,132.8208
2025-01-28,141.0600,131.4787
2025-01-29,140.0900,130.5745
2025-01-30,140.4400,130.9008
2025-01-31,137.9100,128.5426
2025-02-03,134.1600,125.0474
2025-02-04,135.6000,126.3895
