date,close,adjclose
2025-01-21,6049.2402,6049.2402
2025-01-22,6086.3701,6086.3701
2025-01-23,6118.7100,6118.7100
2025-01-24,6101.2402,6101.2402
2025-01-27,6012.2798,6012.2798
2025-01-28,6067.7002,6067.7002
2025-01-29,6039.3101,6039.3101
2025-01-30,6071.1699,6071.1699
2025-01-31,6040.5298,6040.5298
2025-02-03,5994.5698,5994.5698
2025-02-04,6037.8799,6037.8799
