date,close,adjclose
2025-01-21,73.7600,73.7600
2025-01-22,71.9700,71.9700
2025-01-23,71.1400,71.1400
2025-01-24,72.4800,72.4800
2025-01-27,74.9500,74.9500
2025-01-28,74.9500,74.9500
2025-01-29,74.2000,74.2000
2025-01-30,74.5000,74.5000
2025-01-31,73.3500,73.3500
2025-02-03,71.6300,71.6300
2025-02-04,74.3100,74.3100
